26, 3
25, 3
25, 4
25, 5
25, 6
25, 7
26, 7
27, 7
28, 7
28, 6
29, 6
29, 5
30, 5
30, 4
31, 4
30, 4
30, 5
30, 6
29, 6
29, 5
28, 5
30, 4
30, 3
31, 3
32, 3
32, 2
32, 1
32, 0
32, -1
31, -1
31, -2
30, -2
29, -2
28, -1
28, -2
30, -2
31, -2
32, -2
32, -1
33, -1
33, 0
34, 0
34, 1
34, 2
35, 3
35, 4
35, 5
36, 5
36, 6
37, 6
38, 6
39, 6
40, 6
41, 6
42, 6
43, 5
44, 4
44, 3
43, 3
42, 3
41, 3
40, 3
40, 2
39, 2
40, 2
41, 2
42, 3
43, 3
43, 4
42, 4
42, 3
41, 3
41, 2
41, 3
42, 3
43, 3
44, 4
45, 4
46, 4
46, 3
47, 3
48, 3
48, 4
47, 4
48, 4
48, 3
48, 4
47, 4
46, 4
47, 4
48, 4
47, 4
46, 4
46, 3
47, 3
47, 4
48, 4
49, 4
50, 4
51, 4
52, 4
52, 3
53, 3
54, 3
56, 3
57, 3
58, 3
59, 3
60, 3
61, 3
62, 3
63, 3
64, 3
65, 3
66, 3
65, 3
64, 3
63, 3
62, 3
61, 3
60, 3
59, 4
58, 4
59, 4
59, 3
60, 3
61, 3
62, 3
63, 3
64, 3
65, 3
66, 3
68, 3
69, 3
70, 3
71, 3
72, 3
73, 3
74, 3
75, 3
76, 3
77, 3
78, 3
79, 3
80, 3
81, 3
82, 3
83, 3
84, 3
85, 4
86, 4
87, 4
88, 4
89, 4
90, 4
92, 4
93, 4
93, 3
94, 3
94, 2
94, 1
94, 0
94, -1
94, -2
94, -3
94, -4
94, -6
94, -7
94, -8
94, -9
93, -9
93, -10
93, -11
93, -12
93, -13
93, -14
93, -15
93, -16
93, -17
93, -18
94, -20
94, -19
94, -18
94, -17
94, -16
94, -15
94, -14
94, -13
94, -11
94, -10
94, -9
94, -8
94, -7
94, -6
94, -5
94, -4
94, -3
94, -2
94, -1
94, 1
94, 2
94, 3
94, 4
93, 4
92, 4
91, 4
91, 3
90, 3
89, 3
89, 4
88, 4
87, 4
86, 4
85, 4
84, 4
83, 4
82, 4
81, 4
80, 4
80, 3
79, 3
78, 3
77, 3
76, 3
75, 3
74, 4
73, 4
72, 4
71, 4
70, 4
69, 4
68, 4
67, 4
66, 4
65, 4
64, 4
62, 4
61, 4
60, 4
60, 3
59, 3
58, 3
57, 3
56, 3
55, 3
55, 4
54, 4
53, 4
52, 4
51, 4
49, 4
48, 4
47, 4
46, 4
26, 3
26, 4
25, 4
25, 5
26, 6
27, 6
26, 6
27, 6
27, 4
26, 3
26, 3
790, 874
790, 875
791, 875
791, 877
792, 877
791, 878
790, 878
789, 878
790, 877
791, 877
791, 876
792, 876
792, 875
793, 875
792, 875
792, 876
792, 877
793, 877
793, 878
792, 877
791, 877
791, 876
791, 875
791, 874
790, 874
790, 875
791, 875
791, 876
791, 877
790, 877
790, 878
791, 878
791, 879
790, 879
789, 879
789, 880
788, 880
788, 879
789, 879
789, 878
788, 878
788, 877
788, 876
788, 875
788, 874
789, 873
790, 873
791, 874
791, 874
790, 874
790, 873
789, 873
788, 873
788, 874
788, 875
789, 875
789, 876
790, 876
790, 875
791, 875
791, 873
791, 874
790, 874
791, 874
790, 876
790, 877
789, 877
789, 878
790, 878
791, 879
791, 880
792, 880
792, 881
792, 882
791, 882
792, 882
793, 882
794, 883
791, 874
795, 883
795, 882
795, 881
795, 880
795, 879
795, 878
796, 878
790, 876
797, 878
791, 877
798, 878
792, 877
792, 876
793, 876
799, 878
799, 877
800, 877
793, 875
801, 877
794, 875
794, 877
795, 877
795, 878
795, 879
796, 879
802, 876
797, 879
803, 876
803, 875
798, 879
798, 878
799, 878
800, 878
801, 878
802, 878
803, 876
803, 878
804, 878
803, 877
804, 879
802, 877
803, 879
802, 878
803, 878
804, 879
803, 879
804, 880
804, 881
804, 882
805, 883
804, 883
804, 884
804, 883
804, 882
803, 880
805, 882
805, 881
805, 880
806, 880
806, 879
807, 879
807, 878
808, 878
808, 877
809, 877
810, 877
811, 877
812, 877
813, 877
813, 876
814, 876
815, 876
816, 876
817, 876
818, 876
819, 876
821, 876
822, 876
823, 876
803, 881
824, 877
804, 881
804, 882
825, 877
825, 878
826, 878
828, 879
805, 881
829, 879
830, 878
831, 877
832, 877
833, 877
834, 877
834, 878
835, 878
805, 880
806, 880
806, 879
808, 879
809, 879
809, 878
810, 877
811, 877
812, 876
813, 876
814, 876
815, 876
817, 876
818, 876
819, 876
820, 876
821, 876
822, 876
823, 876
824, 876
825, 876
825, 877
826, 877
827, 878
827, 879
828, 879
829, 879
830, 879
831, 879
832, 879
833, 879
834, 878
834, 879
834, 880
835, 880
836, 880
837, 881
838, 881
835, 879
838, 880
836, 879
836, 880
838, 879
838, 880
839, 880
837, 880
837, 881
838, 881
839, 882
838, 880
839, 883
839, 880
839, 884
839, 885
839, 886
839, 887
839, 888
839, 890
840, 890
840, 891
840, 892
841, 892
841, 893
841, 894
841, 895
841, 896
841, 897
841, 898
841, 899
841, 900
841, 901
841, 902
841, 903
841, 904
841, 905
841, 906
841, 907
841, 908
841, 909
841, 910
841, 911
841, 912
841, 914
841, 915
841, 916
841, 917
841, 918
841, 919
841, 920
841, 919
841, 918
841, 917
841, 916
841, 915
841, 914
841, 913
841, 912
841, 911
841, 910
841, 908
841, 907
841, 906
841, 905
841, 904
841, 903
841, 902
841, 901
841, 900
841, 899
841, 898
841, 897
841, 895
841, 894
841, 893
841, 892
839, 881
839, 882
839, 883
839, 884
839, 885
839, 886
839, 887
840, 887
840, 888
840, 889
840, 890
841, 893
841, 894
840, 891
841, 895
840, 892
841, 897
840, 893
841, 898
840, 894
841, 899
840, 895
841, 900
841, 901
841, 902
840, 896
841, 903
841, 904
841, 905
841, 906
840, 897
841, 907
841, 908
840, 899
841, 909
840, 900
841, 910
